NAC_ID,VOLUME_ID,URL,PRODUCT_ID,PRODUCT_VERSION_ID,ORBIT_NUMBER,SLEW_ANGLE,MISSION_PHASE_NAME,DATA_QUALITY_ID,START_TIME,STOP_TIME,IMAGE_LINES,LINE_SAMPLES,SAMPLE_BITS,SCALED_PIXEL_WIDTH,SCALED_PIXEL_HEIGHT,RESOLUTION,EMMISSION_ANGLE,INCIDENCE_ANGLE,PHASE_ANGLE,NORTH_AZIMUTH,SUB_SOLAR_AZIMUTH,SUB_SOLAR_LATITUDE,SUB_SOLAR_LONGITUDE,SUB_SPACECRAFT_LATITUDE,SUB_SPACECRAFT_LONGITUDE,SOLAR_DISTANCE,SOLAR_LONGITUDE,CENTER_LATITUDE,CENTER_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,SPACECRAFT_ALTITUDE,TARGET_CENTER_DISTANCE,ORBIT_NODE,LRO_FLIGHT_DIRECTION
293,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012253/NAC/M1101817103RC.IMG""","""M1101817103RC""","""v1.9""",14702,   0.005,"""SCIENCE MISSION""",0,"""2012-09-09 08:03:55.621""","""2012-09-09 08:04:22.284""",52224,5064,16,  1.01,  0.79,0.9,1.17,9.57,8.55,88.96,156.56, -1.48,258.46, -4.99,267.32,150604302.3,292.35, -4.99,267.38, -4.30,267.44, -5.66,267.49, -5.67,267.32, -4.31,267.27, 101.46,1838.84,D,-X
294,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015220/NAC/M1193675095RC.IMG""","""M1193675095RC""","""v1.9""",27630,   0.021,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-08 12:10:28.233""","""2015-08-08 12:10:45.943""",52224,5064,16,  0.86,  0.53,0.693,1.16,9.81,8.82,87.64,154.68, -1.10,258.28, -4.79,267.33,151578374.4,316.06, -4.78,267.38, -4.32,267.43, -5.23,267.48, -5.24,267.34, -4.33,267.28,  86.02,1823.40,D,-X
295,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013067/NAC/M1117402542LC.IMG""","""M1117402542LC""","""v1.9""",16889,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-08 17:21:15.361""","""2013-03-08 17:21:42.024""",52224,5064,16,  0.97,  0.79,0.877,1.74,9.32,10.12,90.31,112.96,  1.32,222.76, -7.40,226.15,148237670.5,120.27, -7.40,226.06, -8.09,226.12, -6.72,226.16, -6.71,226.00, -8.08,225.96,  96.47,1833.86,D,+X
296,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016035/NAC/M1209240188LC.IMG""","""M1209240188LC""","""v1.9""",29843,  -0.007,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-02-04 15:48:41.108""","""2016-02-04 15:49:00.942""",35840,5064,16,  0.90,  0.86,0.88,1.73,8.57,9.21,91.61,106.66,  0.97,224.08, -7.39,226.12,147223944.2,140.85, -7.38,226.04, -7.90,226.08, -6.88,226.14, -6.87,225.99, -7.89,225.93,  90.12,1827.51,D,+X
297,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013033/NAC/M1114404873LC.IMG""","""M1114404873LC""","""v1.9""",16467,  -0.007,"""EXTENDED SCIENCE MISSION""",0,"""2013-02-02 00:40:05.639""","""2013-02-02 00:40:27.597""",43008,5064,16,  0.96,  0.79,0.876,1.74,39.91,41.61,89.64,169.63,  1.51,284.98, -7.83,323.98,147557827.6, 86.37, -7.83,323.89, -8.39,323.95, -7.27,323.98, -7.26,323.82, -8.39,323.79,  96.14,1833.43,D,+X
298,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015011/NAC/M1175645062RC.IMG""","""M1175645062RC""","""v1.9""",25079,  -0.013,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-11 19:49:55.424""","""2015-01-11 19:50:30.592""",52224,5064,16,  0.99,  1.04,1.013,1.18,41.25,40.1,93.48,171.34,  1.55,283.53, -7.38,323.83,147243613.3,101.97, -7.38,323.90, -8.28,323.95, -6.49,324.01, -6.48,323.85, -8.28,323.78,  98.76,1836.05,D,+X
299,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015066/NAC/M1180349656RC.IMG""","""M1180349656RC""","""v1.9""",25741,   0.012,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-07 06:39:49.593""","""2015-03-07 06:40:24.314""",52224,5064,16,  1.00,  1.03,1.012,1.17,18.2,17.12,270.9,205.68,  0.67,341.04, -6.78,324.46,148820002.0,156.69, -6.78,324.40, -7.66,324.28, -5.89,324.35, -5.90,324.51, -7.67,324.45,  99.81,1837.26,D,-X
300,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012089/NAC/M187620696LC.IMG""","""M187620696LC""","""v1.9""",12715,  -1.811,"""SCIENCE MISSION""",0,"""2012-03-29 00:37:09.032""","""2012-03-29 00:37:35.695""",52224,5064,16,  1.02,  0.78,0.904,3.67,13.58,16.33,276.34,226.92,  1.36,104.81, -8.22, 94.95,149227729.3,114.06, -8.22, 95.16, -8.90, 95.05, -7.54, 95.09, -7.55, 95.27, -8.91, 95.22, 101.97,1839.39,D,-X
301,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017033/NAC/M1240684870RC.IMG""","""M1240684870RC""","""v1.9""",34314,   0.059,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-02-02 14:26:43.007""","""2017-02-02 14:27:03.005""",29696,5064,16,  0.99,  1.03,1.008,1.18,14.75,13.77,272.43,219.61,  0.56,107.05, -8.20, 95.22,147312155.6,156.73, -8.20, 95.15, -8.71, 95.04, -7.69, 95.10, -7.70, 95.27, -8.72, 95.20,  98.74,1836.17,D,-X
302,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012285/NAC/M1104581599LC.IMG""","""M1104581599LC""","""v1.9""",15089,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-11 07:58:52.461""","""2012-10-11 07:59:05.531""",25600,5064,16,  1.01,  0.78,0.899,1.74,25.35,27.0,271.09,199.22, -0.99,228.20,-10.32,204.39,149108887.0,320.11,-10.31,204.49, -9.98,204.39,-10.65,204.41,-10.65,204.58, -9.98,204.57, 101.24,1838.72,D,+X
303,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014086/NAC/M1150527272LC.IMG""","""M1150527272LC""","""v1.9""",21548,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-27 02:40:05.54""","""2014-03-27 02:40:34.176""",40960,5064,16,  1.04,  1.07,1.058,1.75,26.7,28.31,274.22,204.02,  0.58,229.14, -9.90,204.37,149026494.6,156.52, -9.90,204.47,-10.62,204.36, -9.17,204.41, -9.18,204.58,-10.63,204.53, 104.15,1841.62,D,-X
304,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012051/NAC/M184382487LC.IMG""","""M184382487LC""","""v1.9""",12262,  -0.010,"""SCIENCE MISSION""",0,"""2012-02-20 13:07:00.037""","""2012-02-20 13:07:32.967""",52224,5064,16,  0.94,  0.98,0.96,1.73,32.1,33.65,89.67,153.09,  1.52,201.41,-14.99,229.32,147543273.9, 84.96,-14.99,229.23,-15.84,229.29,-14.14,229.33,-14.14,229.17,-15.83,229.13,  93.96,1831.28,D,+X
305,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016008/NAC/M1206862966RC.IMG""","""M1206862966RC""","""v1.9""",29505,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-01-08 03:28:18.701""","""2016-01-08 03:28:46.707""",52224,5064,16,  0.81,  0.84,0.822,1.16,34.6,33.57,94.83,157.37,  1.43,198.58,-15.21,229.20,146755766.6,111.38,-15.21,229.25,-15.94,229.28,-14.49,229.37,-14.48,229.23,-15.93,229.14,  80.73,1818.05,D,+X
306,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013078/NAC/M1118318687LC.IMG""","""M1118318687LC""","""v1.9""",17018,   0.012,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-19 07:50:20.027""","""2013-03-19 07:50:46.69""",52224,5064,16,  0.84,  0.80,0.819,1.73,18.38,19.1,274.99,248.04,  1.22, 93.37,-15.53, 85.65,148917650.7,125.37,-15.53, 85.73,-16.22, 85.63,-14.84, 85.69,-14.85, 85.83,-16.23, 85.77,  83.84,1821.25,D,-X
307,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015057/NAC/M1179553535LC.IMG""","""M1179553535LC""","""v1.9""",25629,   0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-26 01:31:07.998""","""2015-02-26 01:31:35.079""",46080,5064,16,  0.89,  0.92,0.901,1.73,18.29,18.97,275.94,249.77,  0.87, 93.03,-15.89, 85.57,148126771.7,143.70,-15.90, 85.66,-16.59, 85.54,-15.20, 85.62,-15.21, 85.77,-16.60, 85.69,  88.54,1825.95,D,-X
308,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013199/NAC/M1128807133RC.IMG""","""M1128807133RC""","""v1.9""",18494,   0.011,"""EXTENDED SCIENCE MISSION""",0,"""2013-07-18 17:17:46.335""","""2013-07-18 17:18:17.474""",52224,5064,16,  0.87,  0.93,0.902,1.17,54.29,53.18,88.84,166.82, -1.45, 51.25,-16.79,104.16,152225482.4,246.51,-16.79,104.22,-15.98,104.26,-17.59,104.33,-17.60,104.18,-15.99,104.11,  87.64,1824.90,D,-X
309,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015178/NAC/M1190034755LC.IMG""","""M1190034755LC""","""v1.9""",27112,   0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-06-27 08:58:07.751""","""2015-06-27 08:58:33.519""",52224,5064,16,  0.76,  0.78,0.769,1.72,52.74,54.4,84.5,165.42, -1.56, 52.92,-16.76,104.36,152281244.3,264.31,-16.77,104.28,-16.09,104.31,-17.43,104.39,-17.44,104.26,-16.10,104.18,  76.06,1813.32,D,-X
310,"""LROLRC_1018""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1018/DATA/ESM/2014056/NAC/M1147964636LC.IMG""","""M1147964636LC""","""v1.9""",21188,  -0.008,"""EXTENDED SCIENCE MISSION""",0,"""2014-02-25 10:49:29.29""","""2014-02-25 10:49:57.296""",52224,5064,16,  0.86,  0.84,0.851,1.73,20.92,21.45,90.62,105.65,  1.22,230.37,-19.22,235.03,147878949.7,127.03,-19.22,234.94,-19.94,234.98,-18.49,235.05,-18.49,234.90,-19.94,234.83,  86.30,1823.69,D,+X
311,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016034/NAC/M1209176655RC.IMG""","""M1209176655RC""","""v1.9""",29834,  -0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-02-03 22:09:47.919""","""2016-02-03 22:10:13.106""",50176,5064,16,  0.76,  0.79,0.775,1.16,20.27,20.2,95.13,99.23,  0.98,233.04,-19.20,234.90,147252380.5,140.89,-19.20,234.96,-19.86,234.98,-18.55,235.07,-18.54,234.93,-19.85,234.85,  76.38,1813.78,D,+X
312,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012255/NAC/M1101967462RC.IMG""","""M1101967462RC""","""v1.9""",14723,   0.007,"""SCIENCE MISSION""",0,"""2012-09-11 01:49:55.404""","""2012-09-11 01:50:22.067""",52224,5064,16,  0.83,  0.80,0.817,1.16,22.16,21.89,89.51,108.7, -1.46,237.20,-22.33,244.81,150412254.0,292.64,-22.33,244.86,-21.63,244.91,-23.02,244.96,-23.03,244.81,-21.64,244.76,  83.41,1820.80,D,-X
313,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015044/NAC/M1178508757RC.IMG""","""M1178508757RC""","""v1.9""",25482,  -0.007,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-13 23:18:09.888""","""2015-02-13 23:18:25.865""",36864,5064,16,  0.86,  0.68,0.766,1.16,23.66,23.48,94.93,104.35,  1.13,240.45,-22.15,244.75,147575877.0,133.71,-22.15,244.81,-22.56,244.86,-21.74,244.91,-21.73,244.76,-22.56,244.71,  85.72,1823.11,D,+X
314,"""LROLRC_1006""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1006/DATA/SCI/2011060/NAC/M153631746LC.IMG""","""M153631746LC""","""v1.9""",7774,  -0.011,"""SCIENCE MISSION""",0,"""2011-03-01 15:14:38.442""","""2011-03-01 15:14:55.607""",43008,5064,16,  0.60,  0.63,0.614,1.7,33.88,35.15,88.87,137.08,  1.48,220.47,-23.40,244.18,147903879.0, 77.70,-23.40,244.12,-23.85,244.16,-22.95,244.18,-22.95,244.07,-23.85,244.05,  59.47,1796.81,D,+X
315,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2016361/NAC/M1237351049RC.IMG""","""M1237351049RC""","""v1.9""",33840,  -0.011,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2016-12-26 00:23:01.863""","""2016-12-26 00:23:16.825""",26624,5064,16,  0.86,  0.87,0.869,1.16,36.53,35.63,95.72,145.44,  1.38,216.44,-23.32,244.05,146803172.3,119.22,-23.32,244.11,-23.71,244.16,-22.94,244.22,-22.93,244.07,-23.70,244.01,  86.61,1823.94,D,+X
316,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012275/NAC/M1103759827RC.IMG""","""M1103759827RC""","""v1.9""",14974,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-01 19:42:40.019""","""2012-10-01 19:43:06.682""",52224,5064,16,  1.04,  0.78,0.914,1.18,14.35,13.25,267.5,163.76, -1.18,344.07,  2.55,330.28,150108308.6,314.55,  2.55,330.22,  3.22,330.11,  1.87,330.14,  1.87,330.31,  3.23,330.29, 104.55,1842.00,A,+X
317,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014253/NAC/M1165009495RC.IMG""","""M1165009495RC""","""v1.9""",23583,  -0.011,"""EXTENDED SCIENCE MISSION""",0,"""2014-09-10 17:30:28.426""","""2014-09-10 17:31:03.146""",52224,5064,16,  0.96,  1.03,0.996,1.17,12.21,11.1,266.58,165.67, -0.81,342.11,  1.77,330.24,150960808.6,331.25,  1.77,330.18,  2.65,330.07,  0.87,330.13,  0.88,330.29,  2.66,330.23,  96.52,1833.96,A,+X
318,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015242/NAC/M1195614636RC.IMG""","""M1195614636RC""","""v1.9""",27906,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-30 22:56:09.099""","""2015-08-30 22:56:28.933""",35840,5064,16,  0.81,  0.86,0.838,1.16,14.08,13.0,266.3,164.73, -0.64,343.99,  2.51,330.31,151375357.1,337.72,  2.50,330.26,  3.01,330.17,  1.98,330.21,  1.99,330.35,  3.02,330.31,  81.49,1818.94,A,+X
319,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012212/NAC/M1098316156RC.IMG""","""M1098316156RC""","""v1.9""",14212,   0.005,"""SCIENCE MISSION""",0,"""2012-07-30 19:34:49.501""","""2012-07-30 19:35:16.164""",52224,5064,16,  1.11,  0.78,0.942,1.18,48.46,47.28,88.91,178.72, -1.41, 33.10, -1.05, 81.50,152169789.2,242.01, -1.04, 81.57, -0.37, 81.64, -1.71, 81.68, -1.72, 81.50, -0.37, 81.45, 110.78,1848.05,D,-X
320,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015002/NAC/M1174877694RC.IMG""","""M1174877694RC""","""v1.9""",24971,  -0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-02 22:40:27.219""","""2015-01-02 22:41:02.835""",52224,5064,16,  1.02,  1.05,1.033,1.17,50.27,49.1,94.32,179.99,  1.56, 31.30, -1.36, 81.43,147445946.7, 85.38, -1.36, 81.49, -2.27, 81.53, -0.46, 81.63, -0.45, 81.46, -2.26, 81.36, 101.89,1839.15,D,+X
321,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012144/NAC/M192395843RC.IMG""","""M192395843RC""","""v1.9""",13383, -13.942,"""SCIENCE MISSION""",0,"""2012-05-23 07:02:56.561""","""2012-05-23 07:03:33.968""",52224,5064,16,  1.14,  1.10,1.116,13.65,63.83,77.44,285.54,184.12,  0.10,150.49, -2.63, 85.89,151117716.9,175.85, -2.66, 86.70, -3.61, 86.56, -1.71, 86.64, -1.72, 86.83, -3.61, 86.75, 107.63,1845.18,D,-X
322,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013132/NAC/M1123028647LC.IMG""","""M1123028647LC""","""v1.9""",17681,  -0.005,"""EXTENDED SCIENCE MISSION""",0,"""2013-05-12 20:09:40.682""","""2013-05-12 20:10:17.194""",52224,5064,16,  1.04,  1.07,1.056,1.74,61.85,63.59,274.58,184.1, -0.15,148.53, -2.70, 86.60,150805694.4,186.23, -2.71, 86.70, -3.63, 86.57, -1.78, 86.65, -1.78, 86.83, -3.64, 86.75, 103.99,1841.53,D,-X
323,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012253/NAC/M1101817103LC.IMG""","""M1101817103LC""","""v1.9""",14702,   0.005,"""SCIENCE MISSION""",0,"""2012-09-09 08:03:55.621""","""2012-09-09 08:04:22.284""",52224,5064,16,  1.02,  0.79,0.901,1.74,9.43,11.04,86.18,156.41, -1.48,258.46, -4.99,267.32,150604302.3,292.35, -5.00,267.22, -4.31,267.28, -5.67,267.33, -5.68,267.16, -4.32,267.11, 101.46,1838.84,D,-X
324,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015220/NAC/M1193675095LC.IMG""","""M1193675095LC""","""v1.9""",27630,   0.021,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-08 12:10:28.233""","""2015-08-08 12:10:45.943""",52224,5064,16,  0.86,  0.53,0.695,1.73,9.69,11.27,84.9,154.57, -1.10,258.28, -4.79,267.33,151578374.4,316.06, -4.79,267.24, -4.33,267.29, -5.25,267.34, -5.25,267.20, -4.34,267.14,  86.02,1823.40,D,-X
325,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012101/NAC/M188728356LC.IMG""","""M188728356LC""","""v1.9""",12870,   0.009,"""SCIENCE MISSION""",0,"""2012-04-10 20:18:09.405""","""2012-04-10 20:18:36.068""",52224,5064,16,  0.83,  0.80,0.817,1.73,34.3,35.52,274.91,226.72,  1.08,308.79,-24.20,284.81,150113475.9,138.89,-24.20,284.90,-24.89,284.80,-23.51,284.85,-23.51,285.00,-24.90,284.95,  83.12,1820.58,D,-X
326,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017046/NAC/M1241788712LC.IMG""","""M1241788712LC""","""v1.9""",34471,   0.063,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-02-15 09:04:04.939""","""2017-02-15 09:04:34.736""",52224,5064,16,  0.85,  0.89,0.869,1.73,35.93,37.16,277.08,224.04,  0.14,311.90,-24.43,284.76,148013347.7,175.07,-24.44,284.85,-25.20,284.71,-23.67,284.83,-23.68,284.99,-25.22,284.87,  84.58,1822.05,D,-X
327,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011295/NAC/M173919524RC.IMG""","""M173919524RC""","""v1.9""",10764,  -0.007,"""SCIENCE MISSION""",0,"""2011-10-22 10:44:17.2""","""2011-10-22 10:44:38.492""",52224,5064,16,  0.60,  0.65,0.623,1.14,36.51,35.57,267.4,218.15, -1.13,234.57,-26.30,207.12,148714153.3,312.94,-26.31,207.08,-25.75,207.02,-26.87,207.03,-26.87,207.14,-25.75,207.13,  60.06,1797.54,D,+X
328,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014085/NAC/M1150505607LC.IMG""","""M1150505607LC""","""v1.9""",21545,  -0.007,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-26 20:39:00.215""","""2014-03-26 20:39:24.529""",41984,5064,16,  0.87,  0.90,0.886,1.73,36.1,37.32,275.16,226.8,  0.58,232.20,-26.21,207.03,149032380.4,156.37,-26.21,207.12,-26.84,207.02,-25.58,207.07,-25.59,207.23,-26.85,207.18,  86.78,1824.24,D,-X
329,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012117/NAC/M190079335RC.IMG""","""M190079335RC""","""v1.9""",13059,   0.005,"""SCIENCE MISSION""",0,"""2012-04-26 11:34:27.658""","""2012-04-26 11:34:53.425""",52224,5064,16,  0.75,  0.78,0.764,1.16,47.02,46.01,270.22,212.26,  0.81,117.79,-27.44, 78.70,150338518.7,145.64,-27.44, 78.65,-28.12, 78.55,-26.77, 78.60,-26.77, 78.74,-28.12, 78.69,  74.74,1812.23,D,-X
330,"""LROLRC_1032""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1032/DATA/ESM3/2017239/NAC/M1258447896RC.IMG""","""M1258447896RC""","""v1.9""",36840,  -0.015,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-08-27 04:37:09.087""","""2017-08-27 04:37:28.951""",34816,5064,16,  0.81,  0.89,0.852,1.16,47.15,46.06,263.35,204.38,  0.29,118.31,-27.44, 78.63,150987139.6, 11.12,-27.45, 78.58,-26.94, 78.45,-27.97, 78.55,-27.96, 78.70,-26.93, 78.60,  81.16,1818.66,D,+X
331,"""LROLRC_1006""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1006/DATA/SCI/2011062/NAC/M153760612LC.IMG""","""M153760612LC""","""v1.9""",7793,  -0.009,"""SCIENCE MISSION""",0,"""2011-03-03 03:02:24.65""","""2011-03-03 03:02:45.494""",52224,5064,16,  0.60,  0.63,0.617,1.7,36.74,37.87,88.43,130.72,  1.50,202.28,-28.18,224.91,147903152.5, 77.54,-28.18,224.84,-28.72,224.89,-27.63,224.91,-27.63,224.79,-28.72,224.77,  59.98,1797.32,D,+X
332,"""LROLRC_1032""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1032/DATA/ESM3/2017173/NAC/M1252786223LC.IMG""","""M1252786223LC""","""v1.9""",36035,   0.009,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-06-22 15:55:55.959""","""2017-06-22 15:56:23.965""",52224,5064,16,  0.82,  0.84,0.829,1.72,36.4,37.59,83.53,132.66, -1.23,199.21,-28.18,224.89,151711141.1,303.07,-28.19,224.81,-27.46,224.83,-28.91,224.94,-28.92,224.78,-27.47,224.68,  81.74,1819.08,D,-X
333,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012221/NAC/M1099052633RC.IMG""","""M1099052633RC""","""v1.9""",14315,   0.015,"""SCIENCE MISSION""",0,"""2012-08-08 08:09:25.835""","""2012-08-08 08:09:48.917""",52224,5064,16,  0.65,  0.71,0.678,1.16,47.16,46.18,90.42,151.78, -1.51,289.16,-28.06,329.94,151788763.8,260.25,-28.06,329.98,-27.45,330.03,-28.67,330.06,-28.67,329.94,-27.45,329.91,  64.88,1802.19,D,-X
334,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013209/NAC/M1129689185RC.IMG""","""M1129689185RC""","""v1.9""",18618,   0.010,"""EXTENDED SCIENCE MISSION""",0,"""2013-07-28 22:18:38.166""","""2013-07-28 22:18:59.905""",52224,5064,16,  0.61,  0.67,0.642,1.14,48.99,48.01,89.84,153.25, -1.54,286.75,-27.99,329.90,151954044.5,270.59,-27.99,329.94,-27.41,329.98,-28.56,330.02,-28.57,329.91,-27.41,329.87,  61.52,1798.82,D,-X
335,"""LROLRC_1005""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1005/DATA/SCI/2010304/NAC/M143182072RC.IMG""","""M143182072RC""","""v1.9""",6234,  -0.010,"""SCIENCE MISSION""",0,"""2010-10-31 16:33:24.875""","""2010-10-31 16:33:44.376""",52224,5064,16,  0.56,  0.59,0.578,1.14,40.99,40.03,267.5,215.93, -1.27,251.65,-28.95,219.97,148416003.7,305.93,-28.95,219.93,-28.44,219.87,-29.47,219.88,-29.47,219.98,-28.44,219.98,  56.22,1793.70,D,+X
336,"""LROLRC_1007""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1007/DATA/SCI/2011117/NAC/M158509997RC.IMG""","""M158509997RC""","""v1.9""",8493,   0.006,"""SCIENCE MISSION""",0,"""2011-04-27 02:18:49.751""","""2011-04-27 02:19:11.49""",52224,5064,16,  0.62,  0.66,0.639,1.15,42.84,41.91,268.84,218.39,  1.17,252.39,-28.28,219.97,150400505.7,133.62,-28.29,219.93,-28.85,219.86,-27.72,219.88,-27.72,219.99,-28.86,219.98,  62.16,1799.64,D,-X
