NAC_ID,VOLUME_ID,URL,PRODUCT_ID,PRODUCT_VERSION_ID,ORBIT_NUMBER,SLEW_ANGLE,MISSION_PHASE_NAME,DATA_QUALITY_ID,START_TIME,STOP_TIME,IMAGE_LINES,LINE_SAMPLES,SAMPLE_BITS,SCALED_PIXEL_WIDTH,SCALED_PIXEL_HEIGHT,RESOLUTION,EMMISSION_ANGLE,INCIDENCE_ANGLE,PHASE_ANGLE,NORTH_AZIMUTH,SUB_SOLAR_AZIMUTH,SUB_SOLAR_LATITUDE,SUB_SOLAR_LONGITUDE,SUB_SPACECRAFT_LATITUDE,SUB_SPACECRAFT_LONGITUDE,SOLAR_DISTANCE,SOLAR_LONGITUDE,CENTER_LATITUDE,CENTER_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,SPACECRAFT_ALTITUDE,TARGET_CENTER_DISTANCE,ORBIT_NODE,LRO_FLIGHT_DIRECTION
117,"""LROLRC_1018""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1018/DATA/ESM/2014052/NAC/M1147580327RC.IMG""","""M1147580327RC""","""v1.9""",21134,  -0.006,"""EXTENDED SCIENCE MISSION""",0,"""2014-02-21 00:04:19.654""","""2014-02-21 00:04:45.869""",52224,5064,16,  0.76,  0.79,0.775,1.16,27.83,27.49,94.55,112.04,  1.32,284.52,-25.18,293.23,148077722.8,124.80,-25.18,293.28,-25.87,293.32,-24.49,293.39,-24.49,293.25,-25.86,293.18,  75.95,1813.32,D,+X
118,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015218/NAC/M1193513816LC.IMG""","""M1193513816LC""","""v1.9""",27607,   0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-06 15:22:28.958""","""2015-08-06 15:22:48.906""",52224,5064,16,  0.56,  0.61,0.587,1.7,26.67,27.41,83.99,114.49, -1.14,281.08,-25.03,293.40,151772960.9,315.44,-25.03,293.34,-24.50,293.36,-25.56,293.43,-25.57,293.33,-24.50,293.26,  55.92,1793.30,D,-X
119,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013116/NAC/M1121657069LC.IMG""","""M1121657069LC""","""v1.9""",17489,   0.009,"""EXTENDED SCIENCE MISSION""",0,"""2013-04-26 23:10:01.571""","""2013-04-26 23:10:28.234""",52224,5064,16,  1.22,  0.77,0.993,1.76,49.19,50.87,273.84,162.66,  0.29,342.43, 21.79,296.88,150914885.9,169.98, 21.78,297.00, 21.12,296.87, 22.45,296.92, 22.44,297.14, 21.12,297.08, 121.87,1859.39,A,-X
120,"""LROLRC_1023""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1023/DATA/ESM2/2015095/NAC/M1182892889LC.IMG""","""M1182892889LC""","""v1.9""",26100,   0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-04-05 17:07:02.571""","""2015-04-05 17:07:46.244""",52224,5064,16,  1.23,  1.26,1.243,1.76,49.35,51.04,274.78,163.19, -0.14,342.39, 21.67,296.85,150044281.4,184.76, 21.66,296.97, 20.58,296.80, 22.75,296.93, 22.74,297.15, 20.57,297.01, 122.79,1860.31,A,-X
121,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012302/NAC/M1106038747LC.IMG""","""M1106038747LC""","""v1.9""",15293,  -0.008,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-28 04:44:39.803""","""2012-10-28 04:45:06.466""",52224,5064,16,  0.98,  0.79,0.883,1.74,40.25,41.99,270.81,182.99, -0.57, 22.57, -4.14,342.34,148998202.1,339.93, -4.14,342.43, -3.46,342.34, -4.83,342.37, -4.82,342.53, -3.46,342.51,  97.47,1834.98,D,+X
122,"""LROLRC_1028""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1028/DATA/ESM2/2016258/NAC/M1228486722RC.IMG""","""M1228486722RC""","""v1.9""",32580,  -0.013,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-09-14 10:04:15.482""","""2016-09-14 10:04:40.802""",52224,5064,16,  0.68,  0.77,0.725,1.15,43.23,42.07,265.93,181.64,  0.23, 25.50, -3.87,342.48,150777277.7,  7.78, -3.88,342.44, -3.21,342.35, -4.55,342.41, -4.54,342.52, -3.21,342.46,  67.94,1805.46,D,+X
123,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013208/NAC/M1129596345LC.IMG""","""M1129596345LC""","""v1.9""",18605,   0.004,"""EXTENDED SCIENCE MISSION""",0,"""2013-07-27 20:31:18.075""","""2013-07-27 20:31:44.738""",52224,5064,16,  0.90,  0.80,0.846,1.73,43.65,45.37,86.65,173.2, -1.53,299.87, -7.15,343.39,152051812.9,268.80, -7.15,343.31, -6.47,343.36, -7.84,343.40, -7.84,343.25, -6.47,343.21,  89.53,1826.82,D,-X
124,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015010/NAC/M1175517170LC.IMG""","""M1175517170LC""","""v1.9""",25061,  -0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-10 08:18:22.756""","""2015-01-10 08:18:57.477""",52224,5064,16,  0.97,  1.03,1.0,1.74,42.55,44.27,90.58,172.35,  1.56,301.51, -7.05,343.37,147336538.7, 99.91, -7.05,343.27, -7.94,343.32, -6.16,343.39, -6.16,343.22, -7.93,343.16,  97.21,1834.49,D,+X
125,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012124/NAC/M190709301RC.IMG""","""M190709301RC""","""v1.9""",13148,   0.010,"""SCIENCE MISSION""",0,"""2012-05-03 18:33:53.719""","""2012-05-03 18:34:20.383""",52224,5064,16,  1.33,  0.76,1.043,1.19,48.06,46.94,270.08,163.45,  0.61, 28.84, 19.52,343.79,151133812.8,158.00, 19.52,343.70, 18.86,343.58, 20.18,343.59, 20.18,343.83, 18.86,343.81, 132.87,1870.39,A,-X
126,"""LROLRC_1028""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1028/DATA/ESM2/2016258/NAC/M1228472206LC.IMG""","""M1228472206LC""","""v1.9""",32578,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-09-14 06:02:18.809""","""2016-09-14 06:02:46.665""",43008,5064,16,  0.94,  1.00,0.97,1.73,47.06,48.67,268.62,158.29,  0.23, 27.54, 19.42,343.59,150777295.7,  7.61, 19.42,343.68, 20.13,343.56, 18.71,343.64, 18.72,343.80, 20.14,343.73,  94.01,1831.52,A,+X
127,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013113/NAC/M1121344663LC.IMG""","""M1121344663LC""","""v1.9""",17445,   0.010,"""EXTENDED SCIENCE MISSION""",0,"""2013-04-23 08:23:16.17""","""2013-04-23 08:23:42.833""",52224,5064,16,  1.18,  0.77,0.976,1.76,45.05,46.72,273.08,162.26,  0.42, 26.44, 18.92,344.42,150737751.1,165.38, 18.91,344.54, 18.25,344.42, 19.58,344.45, 19.58,344.66, 18.24,344.63, 118.07,1855.58,A,-X
128,"""LROLRC_1023""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1023/DATA/ESM2/2015092/NAC/M1182580406LC.IMG""","""M1182580406LC""","""v1.9""",26056,   0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-04-02 02:18:59.801""","""2015-04-02 02:19:41.684""",52224,5064,16,  1.20,  1.21,1.205,1.76,45.34,47.02,274.05,162.29, -0.04, 26.38, 19.27,344.41,149863971.9,181.26, 19.27,344.53, 18.23,344.38, 20.32,344.47, 20.31,344.69, 18.22,344.59, 120.01,1857.52,A,-X
129,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013060/NAC/M1116783972LC.IMG""","""M1116783972LC""","""v1.9""",16802,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-01 13:31:44.736""","""2013-03-01 13:32:09.161""",52224,5064,16,  0.70,  0.75,0.723,1.72,37.15,37.71,88.76,107.56,  1.44,309.93,-34.60,319.65,148502784.3,115.24,-34.60,319.57,-35.24,319.61,-33.96,319.66,-33.95,319.52,-35.24,319.47,  69.97,1807.35,D,+X
130,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015039/NAC/M1178018119LC.IMG""","""M1178018119LC""","""v1.9""",25413,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-08 07:00:51.935""","""2015-02-08 07:01:12.136""",38912,5064,16,  0.77,  0.82,0.795,1.72,37.07,37.67,89.84,109.34,  1.26,309.51,-34.60,319.62,147834990.4,130.19,-34.59,319.53,-35.12,319.58,-34.07,319.64,-34.06,319.48,-35.12,319.42,  76.98,1814.36,D,+X
131,"""LROLRC_1032""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1032/DATA/ESM3/2017170/NAC/M1252518157LC.IMG""","""M1252518157LC""","""v1.9""",35997,   0.020,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-06-19 13:28:09.813""","""2017-06-19 13:28:44.086""",52224,5064,16,  0.98,  1.01,0.995,1.74,29.2,30.83,84.69,200.26, -1.29,237.20, 11.36,263.77,151848418.1,303.70, 11.35,263.67, 12.23,263.70, 10.49,263.82, 10.48,263.65, 12.22,263.53,  97.93,1835.26,A,-X
132,"""LROLRC_1033""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1033/DATA/ESM3/2017347/NAC/M1267811627RC.IMG""","""M1267811627RC""","""v1.9""",38172,  -0.009,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-12-13 13:39:20.139""","""2017-12-13 13:39:39.883""",31744,5064,16,  0.94,  0.96,0.949,1.17,27.23,26.13,95.15,203.41,  1.26,238.19, 11.06,263.71,147027204.6,126.99, 11.06,263.77, 10.55,263.82, 11.56,263.89, 11.57,263.73, 10.56,263.66,  93.82,1831.16,A,+X
133,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012111/NAC/M189522502RC.IMG""","""M189522502RC""","""v1.9""",12982,   0.007,"""SCIENCE MISSION""",0,"""2012-04-20 00:53:54.842""","""2012-04-20 00:54:21.505""",52224,5064,16,  1.28,  0.76,1.022,1.19,33.04,31.91,269.9,165.92,  0.92,196.59, 10.69,164.90,149910820.6,141.09, 10.68,164.82, 10.02,164.70, 11.34,164.71, 11.34,164.93, 10.02,164.91, 128.44,1865.93,A,-X
134,"""LROLRC_1028""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1028/DATA/ESM2/2016244/NAC/M1227290797LC.IMG""","""M1227290797LC""","""v1.9""",32410,  -0.011,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-08-31 13:52:10.015""","""2016-08-31 13:52:42.945""",52224,5064,16,  0.96,  0.97,0.968,1.74,31.4,33.03,268.79,159.59, -0.07,194.55, 10.35,164.68,150606717.9,356.86, 10.36,164.77, 11.19,164.65,  9.51,164.73,  9.52,164.89, 11.20,164.81,  96.07,1833.56,A,+X
135,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012056/NAC/M184775705LC.IMG""","""M184775705LC""","""v1.9""",12317,  -0.006,"""SCIENCE MISSION""",0,"""2012-02-25 02:20:38.353""","""2012-02-25 02:21:08.694""",45056,5064,16,  1.01,  1.04,1.026,1.74,25.77,27.39,89.16,157.48,  1.55,145.89, -9.23,169.48,147739260.0, 82.70, -9.23,169.39,-10.01,169.46, -8.46,169.48, -8.46,169.31,-10.00,169.29, 101.16,1838.49,D,+X
136,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016012/NAC/M1207256871LC.IMG""","""M1207256871LC""","""v1.9""",29561,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-01-12 16:53:24.058""","""2016-01-12 16:53:48.965""",43008,5064,16,  0.89,  0.90,0.894,1.73,28.4,30.05,90.79,162.03,  1.37,143.02, -9.27,169.54,146822853.4,110.51, -9.27,169.46, -9.92,169.50, -8.64,169.56, -8.63,169.41, -9.91,169.35,  88.66,1825.98,D,+X
137,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011295/NAC/M173933403RC.IMG""","""M173933403RC""","""v1.9""",10766,  -0.013,"""SCIENCE MISSION""",0,"""2011-10-22 14:35:36.223""","""2011-10-22 14:35:56.172""",52224,5064,16,  0.57,  0.61,0.587,1.15,48.09,47.32,266.59,230.54, -1.13,232.61,-42.45,205.21,148696289.4,312.95,-42.45,205.16,-41.93,205.09,-42.98,205.10,-42.98,205.23,-41.92,205.22,  56.82,1794.29,D,+X
138,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014085/NAC/M1150512415RC.IMG""","""M1150512415RC""","""v1.9""",21546,  -0.007,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-26 22:32:27.981""","""2014-03-26 22:32:50.415""",47104,5064,16,  0.71,  0.76,0.736,1.15,48.97,48.27,269.93,236.43,  0.58,231.24,-42.37,205.19,149030451.2,156.42,-42.37,205.13,-42.96,205.01,-41.78,205.08,-41.78,205.24,-42.96,205.17,  71.52,1808.98,D,-X
139,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013060/NAC/M1116783972RC.IMG""","""M1116783972RC""","""v1.9""",16802,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-01 13:31:44.736""","""2013-03-01 13:32:09.161""",52224,5064,16,  0.70,  0.75,0.722,1.15,37.18,36.92,93.78,108.27,  1.44,309.93,-34.60,319.65,148502784.3,115.24,-34.60,319.70,-35.24,319.75,-33.95,319.79,-33.95,319.65,-35.24,319.61,  69.97,1807.35,D,+X
140,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015039/NAC/M1178018119RC.IMG""","""M1178018119RC""","""v1.9""",25413,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-08 07:00:51.935""","""2015-02-08 07:01:12.136""",38912,5064,16,  0.77,  0.82,0.794,1.16,37.1,36.81,94.86,110.04,  1.26,309.51,-34.60,319.62,147834990.4,130.19,-34.59,319.68,-35.12,319.73,-34.07,319.79,-34.06,319.63,-35.12,319.57,  76.98,1814.36,D,+X
141,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012222/NAC/M1099116925LC.IMG""","""M1099116925LC""","""v1.9""",14324,   0.007,"""SCIENCE MISSION""",0,"""2012-08-09 02:00:58.244""","""2012-08-09 02:01:21.774""",52224,5064,16,  0.66,  0.72,0.69,1.71,46.48,47.97,85.95,151.12, -1.52,280.08,-27.74,320.29,151716191.7,261.39,-27.74,320.22,-27.12,320.27,-28.36,320.30,-28.36,320.18,-27.12,320.14,  65.75,1803.06,D,-X
142,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013210/NAC/M1129753174LC.IMG""","""M1129753174LC""","""v1.9""",18627,   0.005,"""EXTENDED SCIENCE MISSION""",0,"""2013-07-29 16:05:07.392""","""2013-07-29 16:05:29.579""",52224,5064,16,  0.62,  0.68,0.653,1.71,48.32,49.84,85.41,152.6, -1.54,277.71,-27.68,320.29,151884237.2,271.58,-27.69,320.22,-27.10,320.26,-28.27,320.31,-28.28,320.19,-27.10,320.14,  62.32,1799.62,D,-X
143,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011286/NAC/M173179435RC.IMG""","""M173179435RC""","""v1.9""",10655,  -0.009,"""SCIENCE MISSION""",0,"""2011-10-13 21:09:28.18""","""2011-10-13 21:09:45.89""",52224,5064,16,  0.39,  0.55,0.469,1.13,23.61,22.67,267.64,217.16, -1.33,338.87,-16.51,320.53,149629352.4,305.99,-16.51,320.51,-16.04,320.47,-16.99,320.48,-16.99,320.54,-16.04,320.53,  38.88,1776.34,D,+X
144,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015243/NAC/M1195685271LC.IMG""","""M1195685271LC""","""v1.9""",27916,  -0.011,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-31 18:33:23.987""","""2015-08-31 18:33:39.017""",36864,5064,16,  0.59,  0.65,0.622,1.7,20.69,21.91,269.76,226.43, -0.61,334.04,-16.48,320.50,151320603.5,338.75,-16.47,320.55,-16.08,320.49,-16.87,320.52,-16.87,320.62,-16.07,320.59,  59.05,1796.49,D,+X
145,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013087/NAC/M1119114351LC.IMG""","""M1119114351LC""","""v1.9""",17130,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-28 12:51:23.752""","""2013-03-28 12:51:50.415""",52224,5064,16,  0.95,  0.79,0.87,1.73,18.49,20.06,273.6,206.43,  1.03,341.35, -6.86,324.50,149690615.2,141.64, -6.87,324.60, -7.55,324.50, -6.18,324.53, -6.19,324.69, -7.55,324.66,  94.73,1832.18,D,-X
146,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015066/NAC/M1180349656LC.IMG""","""M1180349656LC""","""v1.9""",25741,   0.012,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-07 06:39:49.593""","""2015-03-07 06:40:24.314""",52224,5064,16,  1.00,  1.03,1.013,1.75,18.06,19.64,274.52,206.45,  0.67,341.04, -6.78,324.46,148820002.0,156.69, -6.78,324.56, -7.66,324.44, -5.89,324.51, -5.90,324.68, -7.67,324.61,  99.81,1837.26,D,-X
147,"""LROLRC_1021""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1021/DATA/ESM2/2014267/NAC/M1166231525LC.IMG""","""M1166231525LC""","""v1.9""",23755,  -0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2014-09-24 20:57:38.268""","""2014-09-24 20:58:13.884""",52224,5064,16,  1.40,  1.00,1.201,1.78,51.04,52.05,268.09,123.65, -0.51,169.47, 44.04,141.35,149663840.8,338.25, 44.05,141.54, 44.92,141.32, 43.18,141.44, 43.19,141.75, 44.93,141.64, 139.65,1877.11,A,+X
148,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016069/NAC/M1212166848LC.IMG""","""M1212166848LC""","""v1.9""",30260,   0.012,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-03-09 12:46:20.872""","""2016-03-09 12:46:58.727""",52224,5064,16,  1.53,  1.05,1.288,1.79,51.32,52.56,275.04,133.37,  0.08,171.73, 43.95,141.61,148201438.1,176.42, 43.94,141.81, 43.04,141.55, 44.86,141.72, 44.84,142.08, 43.03,141.90, 152.67,1890.13,A,-X
149,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013101/NAC/M1120307742RC.IMG""","""M1120307742RC""","""v1.9""",17299,   0.010,"""EXTENDED SCIENCE MISSION""",0,"""2013-04-11 08:21:14.661""","""2013-04-11 08:21:41.324""",52224,5064,16,  1.12,  0.78,0.948,1.18,30.47,29.29,270.33,179.08,  0.67,172.90,  2.20,142.53,149544395.9,151.19,  2.20,142.46,  1.53,142.35,  2.87,142.38,  2.86,142.57,  1.52,142.53, 112.34,1849.82,A,-X
150,"""LROLRC_1023""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1023/DATA/ESM2/2015080/NAC/M1181543201LC.IMG""","""M1181543201LC""","""v1.9""",25910,   0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-21 02:12:14.706""","""2015-03-21 02:12:54.799""",52224,5064,16,  1.17,  1.16,1.168,1.76,30.31,32.06,274.38,180.8,  0.26,172.73,  1.40,142.33,148643532.6,168.51,  1.40,142.44,  0.40,142.30,  2.41,142.38,  2.40,142.58,  0.39,142.50, 117.35,1854.84,A,-X
151,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012289/NAC/M1104974525RC.IMG""","""M1104974525RC""","""v1.9""",15144,  -0.009,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-15 21:07:38.629""","""2012-10-15 21:08:11.112""",52224,5064,16,  0.91,  0.97,0.94,1.17,31.17,30.09,267.04,204.98, -0.87,172.65,-16.09,145.11,148776544.0,320.64,-16.10,145.05,-15.26,144.95,-16.94,144.99,-16.93,145.14,-15.26,145.11,  91.58,1829.05,D,+X
152,"""LROLRC_1021""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1021/DATA/ESM2/2014267/NAC/M1166225623RC.IMG""","""M1166225623RC""","""v1.9""",23754,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2014-09-24 19:19:15.958""","""2014-09-24 19:19:48.441""",52224,5064,16,  0.91,  0.97,0.939,1.17,29.5,28.43,266.1,207.05, -0.51,170.31,-16.14,145.00,149665943.2,338.20,-16.15,144.94,-15.32,144.83,-16.99,144.89,-16.98,145.05,-15.31,144.98,  91.25,1828.72,D,+X
153,"""LROLRC_1008""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1008/DATA/SCI/2011245/NAC/M169596081LC.IMG""","""M169596081LC""","""v1.9""",10127,   0.010,"""SCIENCE MISSION""",0,"""2011-09-02 09:46:54.326""","""2011-09-02 09:47:12.932""",52224,5064,16,  0.54,  0.57,0.553,1.7,45.73,46.66,85.81,122.76, -1.48,124.58,-42.07,148.11,150770064.1,255.47,-42.07,148.04,-41.58,148.09,-42.56,148.11,-42.56,147.99,-41.58,147.98,  53.58,1790.93,D,-X
154,"""LROLRC_1028""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1028/DATA/ESM2/2016191/NAC/M1222713193LC.IMG""","""M1222713193LC""","""v1.9""",31759,   0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-07-09 14:18:46.149""","""2016-07-09 14:18:56.236""",27648,5064,16,  0.56,  0.59,0.575,1.7,47.11,48.06,82.73,123.16, -1.30,121.70,-42.02,148.12,151912975.9,297.53,-42.02,148.05,-41.75,148.09,-42.29,148.14,-42.30,148.01,-41.76,147.97,  56.17,1793.52,D,-X
155,"""LROLRC_1017""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1017/DATA/ESM/2013277/NAC/M1135545983LC.IMG""","""M1135545983LC""","""v1.9""",19442,  -0.005,"""EXTENDED SCIENCE MISSION""",0,"""2013-10-04 17:11:56.413""","""2013-10-04 17:12:23.076""",52224,5064,16,  1.30,  0.76,1.028,1.77,34.82,36.14,269.64,137.4, -0.73,179.10, 23.58,153.31,149244933.1,328.44, 23.58,153.45, 24.24,153.31, 22.92,153.35, 22.93,153.58, 24.24,153.55, 129.48,1866.94,A,+X
156,"""LROLRC_1021""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1021/DATA/ESM2/2014267/NAC/M1166160879RC.IMG""","""M1166160879RC""","""v1.9""",23745,  -0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2014-09-24 01:20:12.164""","""2014-09-24 01:20:56.733""",52224,5064,16,  1.23,  1.28,1.257,1.19,35.1,34.29,266.76,137.84, -0.53,179.47, 23.71,153.40,149693734.8,337.66, 23.70,153.31, 24.80,153.15, 22.59,153.25, 22.60,153.47, 24.81,153.38, 123.66,1861.13,A,+X
157,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012057/NAC/M184876449LC.IMG""","""M184876449LC""","""v1.9""",12332,  -0.013,"""SCIENCE MISSION""",0,"""2012-02-26 06:19:42.481""","""2012-02-26 06:20:18.904""",35840,5064,16,  1.51,  1.49,1.502,1.78,32.08,33.38,90.02,224.91,  1.56,131.67, 24.97,154.54,147837484.3, 82.49, 24.98,154.38, 24.09,154.51, 25.85,154.54, 25.86,154.26, 24.10,154.24, 151.18,1888.51,A,+X
158,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013045/NAC/M1115520727RC.IMG""","""M1115520727RC""","""v1.9""",16625,  -0.011,"""EXTENDED SCIENCE MISSION""",0,"""2013-02-14 22:37:39.956""","""2013-02-14 22:38:04.528""",48128,5064,16,  1.41,  0.75,1.079,1.2,34.44,33.46,92.21,218.43,  1.53,127.63, 24.23,154.32,147555969.8, 90.42, 24.23,154.41, 23.63,154.53, 24.83,154.56, 24.84,154.30, 23.64,154.27, 140.83,1878.16,A,+X
159,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011275/NAC/M172195670LC.IMG""","""M172195670LC""","""v1.9""",10510,  -0.010,"""SCIENCE MISSION""",0,"""2011-10-02 11:53:23.024""","""2011-10-02 11:53:44.315""",52224,5064,16,  0.61,  0.65,0.63,1.71,36.35,36.73,271.72,258.78, -1.41,117.48,-37.34,111.48,149612004.5,285.47,-37.34,111.55,-36.79,111.46,-37.90,111.51,-37.90,111.64,-36.78,111.59,  61.35,1798.77,D,+X
160,"""LROLRC_1032""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1032/DATA/ESM3/2017209/NAC/M1255887999LC.IMG""","""M1255887999LC""","""v1.9""",36476,  -0.013,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-07-28 13:32:12.334""","""2017-07-28 13:32:38.550""",52224,5064,16,  0.75,  0.79,0.771,1.72,37.54,38.14,268.66,251.34, -0.50,120.26,-37.17,111.45,151744025.8,339.68,-37.16,111.54,-36.49,111.39,-37.85,111.54,-37.84,111.69,-36.48,111.54,  74.78,1812.20,D,+X
